date,time,temperature_°F,dew_point_°F,humidity_%,wind_dir,wind_speed_mph,wind_gust_mph,pressure_inHg,precip_rate_in/hr,precip_accum_in,uv_index,solar_w/m²
2024-10-01,04:34:00,52.7,50.8,93.0,WSW,8.9,11.2,29.49,0.05,0.02,0.0,0.0
2024-10-01,04:39:00,52.7,50.9,94.0,WSW,9.0,11.7,29.49,0.05,0.02,0.0,0.0
2024-10-01,04:44:00,52.5,50.7,94.0,West,9.6,12.0,29.49,0.07,0.03,0.0,0.0
2024-10-01,04:49:00,52.5,50.9,94.0,WSW,9.0,11.0,29.49,0.12,0.04,0.0,0.0
2024-10-01,04:54:00,52.5,51.1,95.0,West,9.2,12.3,29.49,0.12,0.04,0.0,0.0
2024-10-01,04:59:00,52.3,50.9,95.0,WSW,10.2,12.9,29.49,0.05,0.04,0.0,0.0
2024-10-01,05:04:00,52.3,50.9,95.0,West,8.6,10.9,29.49,0.07,0.05,0.0,0.0
2024-10-01,05:09:00,52.3,50.9,95.0,West,8.2,10.4,29.49,0.07,0.05,0.0,0.0
2024-10-01,05:14:00,52.3,50.9,95.0,West,9.0,11.0,29.49,0.12,0.06,0.0,0.0
2024-10-01,05:19:00,52.3,51.0,95.0,WSW,9.8,12.4,29.49,0.05,0.06,0.0,0.0
2024-10-01,05:24:00,52.3,51.3,96.0,WSW,10.2,12.7,29.5,0.05,0.06,0.0,0.0
2024-10-01,05:29:00,52.3,51.3,96.0,West,9.7,12.3,29.49,0.0,0.06,0.0,0.0
2024-10-01,05:34:00,52.2,51.2,96.0,WSW,9.8,11.9,29.49,0.0,0.06,0.0,0.0
2024-10-01,05:39:00,52.2,51.1,96.0,WSW,8.8,11.4,29.49,0.0,0.06,0.0,0.0
2024-10-01,05:44:00,52.2,51.1,96.0,WSW,9.6,12.2,29.49,0.0,0.06,0.0,0.0
2024-10-01,05:49:00,52.2,51.1,96.0,WSW,8.6,11.1,29.49,0.0,0.06,0.0,0.0
2024-10-01,05:54:00,52.2,51.1,96.0,WSW,9.7,11.9,29.5,0.0,0.06,0.0,0.0
2024-10-01,05:59:00,52.2,51.2,96.0,West,8.2,10.7,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:04:00,52.3,51.0,95.0,WSW,7.0,9.0,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:09:00,52.3,50.9,95.0,WSW,9.2,11.5,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:14:00,52.3,50.9,95.0,WSW,9.3,11.5,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:19:00,52.3,50.9,95.0,WSW,8.3,10.9,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:24:00,52.3,50.9,95.0,WSW,7.7,9.6,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:29:00,52.4,50.8,94.0,WSW,8.2,10.3,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:34:00,52.6,50.8,94.0,WSW,7.4,9.4,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:39:00,52.7,50.7,93.0,WSW,7.2,9.2,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:44:00,52.9,50.9,93.0,WSW,8.2,10.0,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:49:00,53.1,50.9,92.0,WSW,7.7,9.7,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:54:00,53.1,50.9,92.0,WSW,8.4,10.5,29.5,0.0,0.06,0.0,0.0
2024-10-01,06:59:00,53.2,50.9,92.0,WSW,8.3,10.4,29.5,0.0,0.06,0.0,0.0
2024-10-01,07:04:00,53.2,50.7,91.0,WSW,8.9,11.5,29.5,0.0,0.06,0.0,0.0
2024-10-01,07:09:00,53.2,50.7,91.0,WSW,8.8,11.0,29.5,0.0,0.06,0.0,0.0
2024-10-01,07:14:00,53.2,50.7,91.0,WSW,8.9,10.9,29.5,0.07,0.07,0.0,0.0
2024-10-01,07:19:00,53.3,50.8,91.0,WSW,8.4,10.8,29.5,0.07,0.07,0.0,0.0
2024-10-01,07:24:00,53.2,50.5,90.0,WSW,9.1,11.3,29.5,0.07,0.07,0.0,0.0
2024-10-01,07:29:00,53.4,50.5,90.0,West,7.5,9.5,29.5,0.0,0.07,0.0,0.0
2024-10-01,07:34:00,53.4,50.5,90.0,WSW,8.9,11.0,29.5,0.0,0.07,0.0,0.1
2024-10-01,07:39:00,53.4,50.5,90.0,WSW,7.5,9.6,29.5,0.0,0.07,0.0,0.2
2024-10-01,07:44:00,53.4,50.5,90.0,WSW,9.4,12.0,29.51,0.0,0.07,0.0,0.4
2024-10-01,07:49:00,53.4,50.5,90.0,WSW,9.0,11.1,29.5,0.0,0.07,0.0,0.8
2024-10-01,07:54:00,53.4,50.5,90.0,WSW,8.2,10.3,29.5,0.0,0.07,0.0,1.5
2024-10-01,07:59:00,53.4,50.5,90.0,WSW,7.0,9.3,29.51,0.0,0.07,0.0,3.2
2024-10-01,08:04:00,53.4,50.5,90.0,West,7.2,9.2,29.51,0.0,0.07,0.0,3.7
2024-10-01,08:09:00,53.3,50.8,91.0,WSW,8.7,10.8,29.5,0.0,0.07,0.0,3.4
2024-10-01,08:14:00,53.2,50.7,91.0,WSW,8.9,11.3,29.5,0.0,0.07,0.0,4.4
2024-10-01,08:19:00,53.4,50.9,91.0,WSW,8.8,11.4,29.51,0.0,0.07,0.0,4.8
2024-10-01,08:24:00,53.4,50.9,91.0,WSW,9.0,11.4,29.51,0.0,0.07,0.0,6.7
2024-10-01,08:29:00,53.4,50.9,91.0,WSW,7.8,9.5,29.51,0.0,0.07,0.0,5.4
2024-10-01,08:34:00,53.3,50.8,91.0,WSW,7.3,9.1,29.51,0.0,0.07,0.0,5.6
2024-10-01,08:39:00,53.2,50.7,91.0,WSW,8.2,10.1,29.51,0.0,0.07,0.0,4.5
2024-10-01,08:44:00,53.2,50.7,91.0,WSW,9.4,11.8,29.51,0.0,0.07,0.0,4.9
2024-10-01,08:49:00,53.4,50.9,91.0,WSW,8.9,10.9,29.51,0.0,0.07,0.0,4.7
2024-10-01,08:54:00,53.4,50.9,91.0,WSW,9.0,11.2,29.51,0.0,0.07,0.0,9.4
2024-10-01,08:59:00,53.4,50.9,91.0,WSW,8.3,10.7,29.51,0.0,0.07,0.0,10.5
2024-10-01,09:04:00,53.4,50.9,91.0,WSW,9.3,11.2,29.52,0.0,0.07,0.0,13.6
2024-10-01,09:09:00,53.4,50.9,91.0,West,7.7,9.4,29.52,0.0,0.07,0.0,22.8
2024-10-01,09:14:00,53.4,50.9,91.0,WSW,8.3,10.6,29.52,0.0,0.07,0.0,14.3
2024-10-01,09:19:00,53.4,50.9,91.0,WSW,9.3,11.6,29.52,0.0,0.07,0.0,16.9
2024-10-01,09:24:00,53.5,51.0,91.0,WSW,8.6,11.0,29.52,0.0,0.07,0.0,19.3
2024-10-01,09:29:00,53.6,51.1,91.0,WSW,8.4,10.5,29.52,0.0,0.07,0.0,26.5
2024-10-01,09:34:00,53.6,51.1,91.0,WSW,8.3,10.2,29.52,0.0,0.07,0.0,45.5
2024-10-01,09:39:00,53.7,51.2,91.0,WSW,9.1,11.5,29.52,0.0,0.07,0.0,35.3
2024-10-01,09:44:00,53.6,51.1,91.0,WSW,8.1,10.4,29.53,0.0,0.07,0.0,31.8
2024-10-01,09:49:00,53.7,51.2,91.0,WSW,9.1,11.4,29.52,0.0,0.07,0.0,32.7
2024-10-01,09:54:00,53.6,51.1,91.0,WSW,7.7,9.6,29.52,0.0,0.07,0.0,30.0
2024-10-01,09:59:00,53.7,51.2,91.0,WSW,8.7,11.0,29.52,0.0,0.07,0.0,28.2
2024-10-01,10:04:00,53.8,51.3,91.0,WSW,8.3,10.3,29.53,0.0,0.07,0.0,36.2
2024-10-01,10:09:00,53.8,51.3,91.0,WSW,8.5,10.5,29.52,0.0,0.07,0.0,39.8
2024-10-01,10:14:00,53.8,51.3,91.0,WSW,8.2,10.3,29.53,0.0,0.07,0.0,45.5
2024-10-01,10:19:00,53.8,51.3,91.0,WSW,8.5,10.6,29.53,0.0,0.07,0.0,39.5
2024-10-01,10:24:00,53.8,51.3,91.0,WSW,8.7,10.7,29.53,0.0,0.07,0.0,34.9
2024-10-01,10:29:00,54.0,51.4,91.0,WSW,8.9,11.0,29.53,0.0,0.07,0.0,36.7
2024-10-01,10:34:00,54.0,51.1,90.0,WSW,8.7,10.9,29.53,0.0,0.07,0.0,33.3
2024-10-01,10:39:00,54.0,51.1,90.0,WSW,8.6,11.0,29.53,0.0,0.07,0.0,35.6
2024-10-01,10:44:00,54.0,51.1,90.0,West,8.0,10.2,29.53,0.0,0.07,0.0,39.2
2024-10-01,10:49:00,54.0,51.2,90.0,WSW,9.0,11.1,29.53,0.0,0.07,0.0,40.7
2024-10-01,10:54:00,54.1,51.3,90.0,WSW,7.6,10.0,29.53,0.0,0.07,0.0,45.4
2024-10-01,10:59:00,54.1,51.3,90.0,WSW,8.0,10.0,29.53,0.0,0.07,0.0,47.2
2024-10-01,11:04:00,54.1,51.3,90.0,WSW,7.5,9.4,29.53,0.0,0.07,0.0,51.0
2024-10-01,11:09:00,54.1,51.2,90.0,West,9.1,11.4,29.53,0.0,0.07,0.0,45.6
2024-10-01,11:14:00,54.0,51.3,91.0,WSW,9.1,11.3,29.53,0.0,0.07,0.0,60.5
2024-10-01,11:19:00,54.1,51.5,91.0,WSW,7.9,9.7,29.53,0.0,0.07,0.0,63.0
2024-10-01,11:24:00,54.1,52.0,92.0,WSW,8.1,10.0,29.53,0.0,0.07,0.0,77.6
2024-10-01,11:29:00,54.1,52.0,92.0,WSW,9.8,12.2,29.53,0.0,0.07,1.0,119.0
2024-10-01,11:34:00,54.3,52.0,92.0,WSW,7.9,10.0,29.53,0.0,0.07,1.0,157.1
2024-10-01,11:39:00,54.7,52.1,91.0,WSW,8.7,10.5,29.53,0.0,0.07,1.0,174.4
2024-10-01,11:44:00,55.0,52.2,90.0,WSW,6.8,8.4,29.53,0.0,0.07,1.0,149.6
2024-10-01,11:49:00,55.2,52.1,89.0,WSW,7.1,8.9,29.53,0.0,0.07,0.0,96.5
2024-10-01,11:54:00,55.2,51.9,89.0,WSW,6.7,8.9,29.53,0.0,0.07,0.0,102.1
2024-10-01,11:59:00,55.6,51.9,88.0,WSW,7.4,9.5,29.53,0.0,0.07,1.0,107.6
2024-10-01,12:04:00,55.8,52.0,87.0,West,9.2,11.8,29.53,0.0,0.07,1.0,142.8
2024-10-01,12:09:00,55.9,51.7,86.0,WSW,10.3,12.8,29.53,0.0,0.07,2.0,241.8
2024-10-01,12:14:00,56.4,51.7,85.0,WSW,10.1,12.9,29.52,0.0,0.07,2.0,303.6
2024-10-01,12:19:00,56.7,51.8,84.0,WSW,11.5,14.3,29.52,0.0,0.07,2.0,252.5
2024-10-01,12:24:00,56.8,51.9,84.0,West,9.5,11.6,29.52,0.0,0.07,2.0,284.5
2024-10-01,12:29:00,56.8,52.0,84.0,West,7.8,9.8,29.52,0.0,0.07,1.0,183.0
2024-10-01,12:34:00,56.8,52.0,84.0,WSW,8.9,11.2,29.52,0.0,0.07,1.0,172.5
2024-10-01,12:39:00,56.7,51.8,84.0,WSW,8.1,10.4,29.52,0.0,0.07,1.0,192.4
2024-10-01,12:44:00,56.8,52.1,84.0,WSW,7.9,9.9,29.53,0.0,0.07,1.0,181.5
2024-10-01,12:49:00,56.7,52.0,85.0,West,9.1,11.8,29.52,0.0,0.07,1.0,190.0
2024-10-01,12:54:00,57.0,52.4,85.0,WSW,8.4,10.5,29.52,0.0,0.07,5.0,523.5
2024-10-01,12:59:00,57.4,52.5,84.0,WSW,9.7,12.3,29.51,0.0,0.07,2.0,224.8
2024-10-01,13:04:00,57.2,52.4,84.0,WSW,7.9,10.0,29.52,0.0,0.07,2.0,238.2
2024-10-01,13:09:00,57.3,52.4,84.0,West,9.9,13.0,29.52,0.0,0.07,2.0,231.8
2024-10-01,13:14:00,57.5,52.7,84.0,WSW,7.5,9.5,29.52,0.0,0.07,2.0,221.8
2024-10-01,13:19:00,57.7,52.8,84.0,WSW,7.8,10.1,29.52,0.0,0.07,3.0,310.9
2024-10-01,13:24:00,57.7,52.9,84.0,West,8.2,10.2,29.51,0.0,0.07,1.0,182.8
2024-10-01,13:29:00,57.7,52.9,84.0,WSW,10.2,12.8,29.52,0.0,0.07,2.0,238.1
2024-10-01,13:34:00,57.9,52.9,84.0,WSW,7.3,9.4,29.51,0.0,0.07,1.0,181.7
2024-10-01,13:39:00,57.8,53.0,84.0,WSW,6.4,8.6,29.51,0.0,0.07,1.0,128.8
2024-10-01,13:44:00,57.7,52.9,84.0,West,7.6,9.8,29.52,0.0,0.07,1.0,136.0
2024-10-01,13:49:00,57.9,52.9,84.0,West,6.0,7.9,29.51,0.0,0.07,1.0,107.2
2024-10-01,13:54:00,57.9,52.7,83.0,WSW,7.1,9.1,29.51,0.0,0.07,1.0,138.7
2024-10-01,13:59:00,58.1,52.8,82.0,West,8.3,10.3,29.51,0.0,0.07,1.0,140.2
2024-10-01,14:04:00,58.4,53.0,82.0,WSW,7.7,9.7,29.51,0.0,0.07,2.0,214.4
2024-10-01,14:09:00,58.7,53.1,82.0,WSW,8.4,11.1,29.51,0.0,0.07,2.0,208.1
2024-10-01,14:14:00,58.6,53.2,82.0,WSW,5.7,7.9,29.51,0.0,0.07,1.0,133.2
2024-10-01,14:19:00,58.6,53.2,82.0,West,6.2,8.8,29.51,0.0,0.07,1.0,115.2
2024-10-01,14:24:00,58.4,53.1,83.0,WSW,6.6,8.6,29.51,0.0,0.07,0.0,102.5
2024-10-01,14:29:00,58.3,52.9,82.0,West,7.2,9.2,29.51,0.0,0.07,1.0,108.7
2024-10-01,14:34:00,58.3,52.9,82.0,WSW,5.1,6.7,29.51,0.0,0.07,0.0,102.4
2024-10-01,14:39:00,58.3,52.8,82.0,WSW,8.1,10.8,29.51,0.0,0.07,1.0,109.2
2024-10-01,14:44:00,58.5,52.7,81.0,West,9.3,11.9,29.51,0.0,0.07,1.0,195.6
2024-10-01,14:49:00,58.9,52.9,80.0,West,7.4,9.6,29.5,0.0,0.07,1.0,188.9
2024-10-01,14:54:00,58.9,53.2,81.0,WSW,6.1,7.4,29.51,0.0,0.07,0.0,98.3
2024-10-01,14:59:00,58.8,53.1,81.0,WSW,7.1,9.2,29.5,0.0,0.07,1.0,131.0
2024-10-01,15:04:00,58.7,53.0,81.0,WSW,8.9,10.9,29.5,0.0,0.07,1.0,129.9
2024-10-01,15:09:00,58.6,52.9,81.0,West,8.3,10.8,29.5,0.0,0.07,1.0,114.2
2024-10-01,15:14:00,58.6,52.8,81.0,WSW,7.7,9.5,29.5,0.0,0.07,1.0,123.6
2024-10-01,15:19:00,58.7,52.7,80.0,WSW,8.1,10.3,29.5,0.0,0.07,1.0,182.8
2024-10-01,15:24:00,59.0,53.0,80.0,West,8.7,11.5,29.5,0.0,0.07,1.0,202.6
2024-10-01,15:29:00,59.1,53.0,80.0,WSW,8.3,10.9,29.5,0.0,0.07,1.0,153.8
2024-10-01,15:34:00,59.2,53.1,80.0,WSW,7.3,9.2,29.5,0.0,0.07,1.0,113.4
2024-10-01,15:39:00,59.2,53.1,80.0,West,7.8,9.7,29.5,0.0,0.07,1.0,140.5
2024-10-01,15:44:00,59.4,53.2,80.0,WSW,8.0,9.8,29.5,0.0,0.07,2.0,258.9
2024-10-01,15:49:00,60.0,53.3,79.0,WSW,6.9,8.7,29.49,0.0,0.07,2.0,240.4
2024-10-01,15:54:00,60.3,53.5,78.0,WSW,7.8,9.6,29.49,0.0,0.07,2.0,273.9
2024-10-01,15:59:00,60.2,53.5,78.0,WSW,8.4,10.3,29.49,0.0,0.07,1.0,196.7
2024-10-01,16:04:00,59.8,53.4,79.0,WSW,7.7,9.3,29.49,0.0,0.07,1.0,204.9
2024-10-01,16:09:00,59.9,53.4,79.0,WSW,6.0,7.7,29.49,0.0,0.07,2.0,235.8
2024-10-01,16:14:00,59.9,53.3,79.0,WSW,7.7,9.3,29.49,0.0,0.07,2.0,210.1
2024-10-01,16:19:00,59.6,53.3,80.0,WSW,5.6,6.9,29.49,0.0,0.07,1.0,150.1
2024-10-01,16:24:00,59.4,53.5,81.0,WSW,5.4,6.7,29.48,0.0,0.07,0.0,71.7
2024-10-01,16:29:00,59.1,53.5,81.0,WSW,3.7,4.5,29.49,0.0,0.07,0.0,57.8
2024-10-01,16:34:00,58.9,53.4,82.0,WSW,6.3,8.0,29.48,0.0,0.07,0.0,64.5
2024-10-01,16:39:00,58.4,53.5,84.0,WSW,5.1,6.6,29.48,0.0,0.07,1.0,111.1
2024-10-01,16:44:00,58.3,53.6,84.0,West,5.6,6.9,29.48,0.0,0.07,1.0,114.3
2024-10-01,16:49:00,58.5,53.6,84.0,WSW,4.5,5.8,29.48,0.0,0.07,0.0,76.0
2024-10-01,16:54:00,58.5,53.3,83.0,WSW,7.5,9.2,29.48,0.0,0.07,0.0,43.5
2024-10-01,16:59:00,58.6,53.1,82.0,WSW,6.7,8.1,29.48,0.0,0.07,0.0,70.1
2024-10-01,17:04:00,58.6,53.0,81.0,WSW,5.8,7.5,29.48,0.0,0.07,0.0,83.4
2024-10-01,17:09:00,58.7,53.1,81.0,WSW,5.9,7.5,29.48,0.0,0.07,0.0,74.6
2024-10-01,17:14:00,58.5,53.5,84.0,WSW,3.9,4.8,29.48,0.31,0.12,0.0,32.3
2024-10-01,17:19:00,57.7,53.9,87.0,West,2.6,3.3,29.48,0.31,0.12,0.0,57.2
2024-10-01,17:24:00,57.3,53.7,88.0,WSW,4.8,5.9,29.48,0.31,0.12,0.0,21.4
2024-10-01,17:29:00,56.8,53.3,88.0,WSW,6.7,8.2,29.48,0.12,0.14,0.0,30.5
2024-10-01,17:34:00,56.3,53.2,89.0,WSW,5.0,6.3,29.47,0.12,0.14,0.0,36.1
2024-10-01,17:39:00,56.3,53.4,90.0,WSW,4.0,5.0,29.47,0.12,0.14,0.0,32.5
2024-10-01,17:44:00,56.6,53.7,90.0,WSW,4.0,5.1,29.47,0.0,0.14,0.0,94.6
2024-10-01,17:49:00,57.6,54.4,89.0,WSW,5.1,6.4,29.47,0.0,0.14,1.0,108.4
2024-10-01,17:54:00,57.6,53.9,88.0,WSW,6.6,8.4,29.47,0.0,0.14,1.0,106.5
2024-10-01,17:59:00,57.5,53.7,87.0,WSW,5.4,6.8,29.47,0.0,0.14,0.0,57.4
2024-10-01,18:04:00,57.0,53.2,87.0,WSW,5.0,6.3,29.47,0.0,0.14,0.0,53.8
2024-10-01,18:09:00,56.9,53.1,87.0,WSW,4.9,6.3,29.47,0.0,0.14,0.0,40.1
2024-10-01,18:14:00,56.7,52.9,87.0,WSW,5.6,7.1,29.47,0.0,0.14,0.0,27.2
2024-10-01,18:19:00,56.8,52.7,86.0,WSW,5.0,6.2,29.47,0.0,0.14,0.0,22.7
2024-10-01,18:24:00,56.7,52.5,86.0,WSW,4.2,5.2,29.47,0.0,0.14,0.0,21.3
2024-10-01,18:29:00,56.6,52.4,86.0,WSW,5.0,6.1,29.46,0.0,0.14,0.0,20.2
2024-10-01,18:34:00,56.7,52.3,86.0,WSW,4.0,4.9,29.47,0.0,0.14,0.0,14.4
2024-10-01,18:39:00,56.7,52.3,85.0,WSW,4.6,5.8,29.47,0.0,0.14,0.0,8.0
2024-10-01,18:44:00,56.7,52.3,85.0,WSW,3.9,4.9,29.47,0.0,0.14,0.0,10.5
2024-10-01,18:49:00,56.5,52.3,86.0,WSW,4.1,5.4,29.47,0.0,0.14,0.0,10.8
2024-10-01,18:54:00,56.4,52.1,86.0,WSW,3.8,4.7,29.47,0.0,0.14,0.0,10.3
2024-10-01,18:59:00,56.3,52.2,86.0,WSW,4.1,5.0,29.47,0.0,0.14,0.0,9.6
2024-10-01,19:04:00,56.2,51.9,86.0,WSW,5.8,7.2,29.46,0.0,0.14,0.0,6.8
2024-10-01,19:09:00,56.1,51.6,85.0,WSW,6.7,8.4,29.47,0.0,0.14,0.0,5.7
2024-10-01,19:14:00,56.1,51.6,85.0,WSW,7.1,8.7,29.47,0.0,0.14,0.0,4.7
2024-10-01,19:19:00,56.1,51.7,85.0,West,6.9,8.6,29.47,0.0,0.14,0.0,3.8
2024-10-01,19:24:00,55.9,51.8,86.0,WSW,6.0,7.6,29.47,0.0,0.14,0.0,2.8
2024-10-01,19:29:00,55.7,51.9,87.0,WSW,5.0,6.5,29.47,0.0,0.14,0.0,2.0
2024-10-01,19:34:00,55.5,51.7,87.0,WSW,4.6,5.6,29.47,0.0,0.14,0.0,1.3
2024-10-01,19:39:00,55.2,51.6,88.0,WSW,5.2,6.4,29.47,0.0,0.14,0.0,0.6
2024-10-01,19:44:00,55.0,51.3,87.0,WSW,4.4,5.4,29.47,0.0,0.14,0.0,0.3
2024-10-01,19:49:00,55.0,51.4,88.0,WSW,4.5,5.6,29.47,0.0,0.14,0.0,0.1
2024-10-01,19:54:00,54.9,51.4,88.0,WSW,4.1,5.1,29.47,0.0,0.14,0.0,0.0
2024-10-01,19:59:00,54.9,51.6,89.0,WSW,4.6,5.8,29.47,0.0,0.14,0.0,0.0
2024-10-01,20:04:00,54.7,51.7,90.0,WSW,4.2,5.2,29.47,0.05,0.15,0.0,0.0
2024-10-01,20:09:00,54.5,51.6,90.0,WSW,4.2,5.5,29.46,0.05,0.15,0.0,0.0
2024-10-01,20:14:00,54.4,51.5,90.0,WSW,4.8,5.7,29.46,0.05,0.15,0.0,0.0
2024-10-01,20:19:00,54.3,51.4,90.0,WSW,3.6,4.8,29.46,0.0,0.15,0.0,0.0
